RECORD,Wdir_Avg,Wavg_Avg,Wmax_Max,Tair_Avg,RHum_Avg,Pair_Avg,Rintensity_Avg
1237868,192.1667,5.066667,6.8,5.4,75.45,978.3833,0
1237869,180.6667,5.4,8.6,5.4,75.76666,978.3167,0
1237870,196.6667,4.383333,7.3,5.4,76.61666,978.3,0
1237871,189.3333,5.366666,7.3,5.516666,76.96667,978.3333,0
1237872,197.5,3.566667,6,5.65,76.88333,978.3833,0
1237873,217,4.366666,5.9,5.766666,76.75,978.4167,0
1237874,189.5,3.983333,7.3,5.916667,76.31667,978.4,0
1237875,186.3333,3.716666,4.9,5.933333,75.16666,978.3833,0
1237876,187.1667,4.216667,5.5,5.9,75,978.2833,0
1237877,199,6.15,8.3,5.85,76.03333,978.1333,0
1237878,196,4.45,7.8,5.966667,76.15,978.1166,0
1237879,199.3333,4.333333,6.4,6.05,75.68333,978.0333,0
1237880,202.1667,5.066667,7.4,6.1,75.06667,978.0667,0
1237881,200.8333,4.15,5.7,6.1,75.3,978.05,0
1237882,191.5,5.383333,6.7,6.05,74.26666,978.1667,0
1237883,192,5,7,6,75.21667,978.2666,0
1237884,186.8333,5.699999,8.6,5.933333,74.86666,978.3,0
1237885,203.6667,5.449999,9.8,5.9,75.8,978.3666,0
1237886,192,6.533333,8.6,5.9,75.8,978.3666,0
1237887,209.3333,5.416666,7.1,6,76.15,978.4,0
1237888,168.8333,3.883333,5.3,6.1,75.18333,978.3666,0
1237889,205.6667,5.5,7,6.1,75.66666,978.3666,0
1237890,183,3.983333,7.2,6.1,75.63333,978.3666,0
1237891,187.5,3.633333,5.4,6.133333,75.26666,978.3666,0
1237892,191,4.716667,7.3,6.066666,74.65,978.4,0
1237893,182,4.25,6.9,6,75,978.3499,0
1237894,202.8333,4.85,7.3,5.933333,75.98333,978.4,0
1237895,187,3.416667,6.2,6.033333,76.65,978.3666,0
1237896,208.6667,4,5.9,6.166666,76.55,978.3333,0
1237897,204.8333,5.516666,7.9,6.333333,75.96667,978.3167,0
1237898,197.6667,4.816667,8.1,6.416667,75.38333,978.2499,0
1237899,185.1667,5.366667,9.6,6.5,74.9,978.2333,0
1237900,203.3333,6.616666,9.3,6.6,74.35,978.1833,0
1237901,208.5,6.35,9.9,6.666666,73.81667,978.1166,0
1237902,200,5.983333,10.6,6.766666,73.21667,978.1333,0
1237903,209.1667,6.383333,9.9,6.8,72.76666,978.0833,0
1237904,212.3333,5.133333,7.4,6.833333,72.75,978.0833,0
1237905,188.6667,5.449999,8.2,6.8,72.78333,977.9666,0
1237906,202.3333,5.133333,7.2,6.8,72.7,977.9833,0
1237907,216,5.15,8.3,6.8,72.51666,977.9833,0
1237908,202.6667,6.266666,9.2,6.8,72.5,977.9666,0
1237909,202.6667,7.116666,10.7,6.866667,72.18333,977.9,0
1237910,221.3333,4.45,6.5,6.9,71.65,978.0166,0
1237911,209.3333,4.716667,6.3,6.933333,71.6,978.0667,0
1237912,217,6.233333,9.1,6.9,71.86666,978.0667,0
1237913,204.5,4.766666,7,6.9,71.83334,978.0999,0
1237914,185.3333,4.05,6.9,6.9,72.16666,978.0333,0
1237915,213.3333,7.416667,9.9,6.866667,72.61666,978.05,0
1237916,209.3333,5.316667,7.5,6.9,72.48333,978.0999,0
1237917,211.6667,6.75,8.7,6.9,72.53333,978,0
1237918,216.6667,7.966667,10.6,6.9,72.56667,978,0
1237919,208.1667,6.516666,9.9,6.9,72.36666,977.9,0
1237920,213.6667,6.85,8.8,6.9,72.13333,977.9333,0
1237921,224.8333,4.5,5.2,6.9,71.91666,978,0
1237922,223,5.766666,8.3,6.9,72.15,978,0
1237923,215,4.716667,6,6.9,72.14999,978,0
1237924,214.5,4.533333,5.9,6.866667,72.26667,978,0
1237925,224,5.033333,6,6.8,72.43333,978,0
1237926,200.1667,4.25,6.8,6.8,72.41666,977.9833,0
1237927,225.5,5.449999,7.7,6.8,72.6,978,0.05
1237928,219.5,5.466667,7,6.8,72.73333,978.0166,0.2166667
1237929,228.3333,6.066666,7.4,6.816666,73,978.0833,0
1237930,224.6667,4.65,6.3,6.9,73.13333,978.0833,0
1237931,233,5.183333,6.9,6.9,73.43333,978.0999,0
1237932,243.3333,4.4,6.6,6.9,73.63333,978.0999,0
1237933,253.6667,5.2,6.9,6.9,73.91666,978.2166,0
1237934,284,3.35,5.5,6.85,74.01666,978.3,0
1237935,290.6667,3.666667,5.8,6.8,74.21667,978.3499,0.08333334
1237936,255.5,1.9,3.6,6.8,74.73333,978.3,1.65
1237937,281.8333,2.616667,4.3,6.683333,75.28333,978.3,1.116667
1237938,292.6667,2.05,3.2,6.55,76.3,978.4167,3.916667
1237939,306.8333,2.033333,5.4,6.416667,77.38333,978.4167,4
1237940,326.1667,3.3,4.9,6.266666,77.93333,978.4,1.466667
1237941,330,1.866667,2.8,6.1,78.88333,978.4167,0.3
1237942,179.5,2.1,3.1,5.983333,79.65,978.4,0.5
1237943,118.3333,1.85,2.9,5.866667,80.25,978.4,1.183333
1237944,320,2.483333,3.7,5.766666,80.5,978.4833,2.266667
1237945,321.3333,1.683333,2.6,5.65,80.61666,978.3499,1.433333
1237946,302.8333,1.933333,2.6,5.533333,81.15,978.3333,0.75
1237947,319.8333,2.2,2.8,5.433333,81.6,978.3333,0.03333334
1237948,311.5,1.383333,2.6,5.383333,82.1,978.3,0
1237949,300.8333,1.416667,2.4,5.3,82.56667,978.3,0.08333334
1237950,238.8333,1.3,2,5.3,82.98333,978.2,0.4
1237951,276,1.7,4.9,5.3,83.49999,978.15,0.1166667
1237952,302.3333,2.483333,3.6,5.3,83.7,978.1166,0.09999999
1237953,318.6667,3.516666,5.2,5.3,83.8,978.0999,0
1237954,327.5,3.516667,5,5.3,83.8,978.2,0
1237955,338.6667,2.55,3.1,5.216667,83.9,978.2,0
1237956,275,2,3,5.183333,84.05,978.2,0
1237957,326.6667,1.7,2.4,5.1,84.33334,978.1166,0
1237958,334.3333,2.266667,2.9,5.1,84.48333,978.15,0
1237959,330.5,2.45,3.1,5,84.41666,978.0833,0
1237960,298.3333,1.483333,2.1,4.966667,84.63333,978,0
1237961,305.8333,0.9666666,1.4,4.9,84.76667,978,0
1237962,307.1667,0.9166667,1.4,4.9,84.96667,977.9833,0
1237963,311,0.9666666,1.3,4.816667,85.08333,977.9,0
1237964,337.3333,1,1.5,4.8,85.1,977.9,0
1237965,250.1667,1.1,1.7,4.8,85.1,977.9,0
1237966,306.6667,0.6166666,1.2,4.8,85.21667,977.9,0
1237967,260,1.666667,2.5,4.733333,85.3,977.9,0
1237968,276.1667,1.433333,2.1,4.7,85.33334,977.9,0
1237969,286.5,1.383333,2.5,4.7,85.39999,977.9,0
1237970,286.6667,1.616667,2.1,4.7,85.39999,977.9,0
1237971,290,1.466667,2,4.7,85.48333,977.9,0
1237972,304.5,1.3,1.9,4.616666,85.53333,977.9,0
1237973,304,1.05,1.6,4.6,85.6,977.9,0
1237974,310.1667,1.083333,1.6,4.6,85.66666,977.8333,0
1237975,266.6667,0.85,1.3,4.6,85.76666,977.8,0.6333333
1237976,276.8333,1.183333,1.7,4.6,85.8,977.8,1.966667
1237977,293.3333,1.2,2.3,4.6,85.86667,977.8,2.166667
1237978,317.6667,2.216666,2.9,4.6,85.93333,977.8833,2.916667
1237979,297.1667,2.783333,5.6,4.6,85.94999,978.1667,3.9
1237980,287,2.75,3.9,4.5,85.41666,978.1333,6.983333
1237981,291.8333,2.566667,4.5,4.416667,85.03333,978.0166,2.616667
1237982,288.5,1.9,3.9,4.316667,84.9,978,0.85
1237983,248.6667,2.216666,3.3,4.233333,85.21667,977.9,1.5
1237984,255.3333,2.216666,3.7,4.2,85.2,977.8,0.8999999
1237985,257.6667,1.65,2.6,4.116666,85.31667,977.7333,1.55
1237986,238.8333,1.666667,2.4,4.1,85.41666,977.7,0.8333333
1237987,224.3333,2.433333,3,4.1,85.53333,977.7,0.06666667
1237988,211.8333,2.55,3.4,4.016666,85.66666,977.5999,0
1237989,199.6667,3.3,5.3,4,85.88333,977.5333,0
1237990,210.5,2.566667,3.8,4.1,85.98333,977.45,0
1237991,224.5,3.083333,4.4,4.1,85.88333,977.3333,0
1237992,198.3333,1.8,2.7,4.1,85.81666,977.25,0
1237993,199.5,3.083333,4.5,4.1,85.81666,977.2,0
1237994,197.5,2.716666,3.8,4.1,85.61666,977.1333,0
1237995,206.1667,2.466666,3.6,4.1,85.55,977.0999,0
1237996,196.8333,2.866667,4,4.1,85.41666,977.0999,0
1237997,177.1667,3.383333,4.4,4.1,85.36667,977.0166,0
1237998,187,4.116666,5.3,4.1,85.26666,977,0
1237999,189,3.733333,4.6,4.1,85.13333,977,0
1238000,186.5,3.316667,4.6,4.183333,85.01666,977.0667,0
1238001,189.3333,4.083333,5.6,4.2,84.96667,977,0
1238002,220.1667,3.333333,4.9,4.2,84.88333,977.05,0
1238003,208.5,5.3,6.7,4.2,84.55,977,0
1238004,202.8333,3.2,4.3,4.266667,84.13333,977,0
1238005,211.6667,2.566667,4.3,4.3,83.96667,977,0
1238006,203.8333,3.566667,5.5,4.3,83.63333,976.9333,0
1238007,212.5,4.083333,5.5,4.366667,83.16666,976.9167,0
1238008,227.8333,4.116666,6,4.4,82.65,976.8666,0
1238009,209.6667,4.633333,7.3,4.466667,81.98333,976.8,0
1238010,196.6667,2.65,4.4,4.533333,81.38333,976.8,0
1238011,207.3333,3.283333,4.8,4.6,80.96667,976.8,0
1238012,217.6667,3.6,5,4.683333,80.56667,976.8,0
1238013,223.1667,4.35,6.2,4.7,80.21667,976.8167,0
1238014,224.1667,4.2,5.7,4.766667,79.85,976.8499,0
1238015,219.8333,4.55,6.7,4.8,79.45,976.8666,0
1238016,217,4.1,6,4.9,79.1,976.9,0
1238017,220.3333,5.816666,7.4,4.966667,78.63333,976.9,0
1238018,207.6667,4.683333,6.3,5.083333,77.86666,976.9333,0
1238019,205.1667,4.05,5.8,5.2,77.45,976.9333,0
1238020,192.6667,3.9,6.4,5.3,77.41666,976.95,0
1238021,194.1667,3.733333,6.1,5.35,77.25,976.95,0
1238022,206.8333,4.983333,6.8,5.4,77.05,976.9167,0
1238023,218.6667,4.1,5.2,5.5,76.71667,976.8666,0
1238024,210.3333,4.633333,6.7,5.516666,76.58333,976.7833,0
1238025,206.5,3.616667,5.8,5.6,76.45,976.8,0
1238026,197.6667,4.566667,6.5,5.616666,76.45,976.7833,0
1238027,209.6667,4.35,5.7,5.699999,76.46667,976.8,0
1238028,193.5,4.283333,6.1,5.699999,76.45,976.8333,0
1238029,202.3333,4.316667,5.6,5.699999,76.45,976.8499,0
1238030,193,4.566667,5.8,5.783333,76.33334,976.9666,0
1238031,211.1667,4.116666,5.1,5.8,76.3,977,0
1238032,209.5,3.6,4.7,5.8,76.33334,977.0166,0
1238033,209.5,3.266667,3.8,5.766666,76.65,977,0
1238034,220.3333,4.516666,6.1,5.716667,77.21667,977,0
1238035,210.3333,4.383333,5.6,5.8,77.2,976.95,0
1238036,206.8333,2.983333,4.7,5.85,76.88333,976.9,0
1238037,210.6667,3.983333,5,5.9,76.66666,976.8167,0
1238038,187.5,1.35,2.3,5.949999,76.51666,976.7333,0
1238039,198.8333,1.966667,3.8,6,76.58333,976.6166,0
1238040,216.6667,2.25,3.5,5.933333,76.53333,976.5667,0
1238041,208.8333,3.733333,5.2,5.9,76.7,976.5166,0
1238042,200.3333,3.566667,4.9,6,76.56667,976.5166,0
1238043,211,4.65,5.6,6,76.46667,976.5,0
1238044,212.1667,3.366667,5.2,6.066666,76.13333,976.5,0
1238045,196.6667,3.05,3.9,6.1,75.93333,976.5,0
1238046,192,2.566667,3.4,6.1,76.05,976.4666,0
1238047,201.1667,2.183333,4.1,6.033333,76.21667,976.4167,0
1238048,193.6667,4.133333,6,6,76.31667,976.4,0
1238049,202,4.716667,5.4,6,76.26667,976.4,0
1238050,192.1667,4.366666,6.4,6,76.03333,976.4,0
1238051,193.5,3.9,5,6,75.83334,976.3833,0
1238052,191,3.633333,4.9,6,75.83334,976.3333,0
1238053,185.6667,3.35,5.2,6,75.95,976.3,0
1238054,205.1667,4.233333,5.1,6,75.98333,976.3,0
1238055,187.5,3.483333,5,6,75.93333,976.2166,0
1238056,186.1667,4.95,6.9,6,75.98333,976.1833,0
1238057,194.3333,5.4,7.2,6,75.9,976.1166,0
1238058,189.8333,5.116666,7.3,6.05,75.73333,976.0833,0
1238059,199.6667,4.216667,6.2,6.1,75.6,976.05,0
1238060,182.3333,4.633333,7.2,6.1,75.5,976,0
1238061,195.3333,4.6,6.8,6.1,75.5,975.95,0
1238062,183.5,4.383333,6.8,6.1,75.38333,975.9333,0
1238063,176.5,3.933333,6.2,6.1,75.45,975.9,0
1238064,172.1667,4.2,6.9,6.1,75.55,975.8333,0
1238065,199.3333,5.516666,6.6,6.1,75.43333,975.7833,0
1238066,175.1667,4.9,7.4,6.1,75.38333,975.7,0
1238067,179.1667,5.6,8.6,6.166666,75.13333,975.6833,0
1238068,191,5.133333,8.4,6.199999,74.78333,975.6833,0
1238069,179.6667,4.4,7.2,6.199999,74.53333,975.65,0
1238070,179.6667,4.716667,6.7,6.233333,74.4,975.6833,0
1238071,150.1667,3.4,5.2,6.199999,74.36667,975.6667,0
1238072,181,4.616666,5.8,6.199999,74.31667,975.5667,0
1238073,159.1667,3.216666,5.5,6.199999,74.31667,975.5333,0
1238074,183.1667,2.333333,2.9,6.199999,74.45,975.4833,0
1238075,180.1667,3.1,4.6,6.15,74.73333,975.4,0
1238076,199.1667,4.383333,5.5,6.1,74.9,975.3,0
1238077,191.3333,2.35,3.8,6.1,75,975.2833,0
1238078,181.3333,3.266666,4.9,6,75.26667,975.15,0
1238079,165.6667,2.633333,4.4,6,75.33334,975.0999,0
1238080,187.8333,2.966666,5.2,5.966667,75.5,975.0166,0
1238081,171.3333,2.2,3.6,5.9,75.68333,975,0
1238082,186.1667,3.016666,3.8,5.883333,75.9,974.95,0
1238083,175.8333,4.033333,5.4,5.8,76.23333,974.8833,0
1238084,152.5,3.316667,5.9,5.733333,76.56667,974.8333,0
1238085,184.3333,2.916667,4.7,5.699999,76.78333,974.8,0
1238086,174.5,3.05,4.7,5.65,76.98333,974.7666,0
1238087,185.8333,4,5.2,5.6,77.21667,974.7,0
1238088,179.8333,4.266666,5.7,5.6,77.33334,974.7,0
1238089,177.6667,4.516667,7,5.6,77.31667,974.6166,0
1238090,187.3333,4.45,5.5,5.6,77,974.5667,0
1238091,193.5,4.65,5.7,5.6,76.55,974.5333,0
1238092,184.5,4.866666,6.2,5.6,76.3,974.5,0
1238093,190.5,6.3,8,5.699999,76.05,974.4666,0
1238094,194.8333,6.199999,7.2,5.699999,75.46667,974.5,0
1238095,186.8333,4.916667,7.8,5.716667,75.21667,974.4833,0
1238096,179.3333,5.616666,6.9,5.766666,75.36666,974.4333,0
1238097,187,5.833333,7.7,5.699999,75.86666,974.4,0
1238098,159.3333,3.95,6.9,5.683333,76.18333,974.4167,0
1238099,178.3333,4.716667,7.6,5.6,76.3,974.4,0
1238100,185,6.199999,7.7,5.6,76.31667,974.4,0
1238101,174.5,5.866666,7.8,5.6,76.21667,974.4,0
1238102,174.3333,4.833333,7.1,5.6,76.1,974.4,0
1238103,166,3.55,6.3,5.666666,76.1,974.4,0
1238104,158.8333,4.55,6.9,5.666666,76.1,974.4,0
1238105,173.6667,3.95,7.1,5.666666,76.1,974.4,0
1238106,177.1667,4.583333,6.7,5.6,76,974.3666,0
1238107,175,4.816667,6.6,5.616666,75.9,974.3666,0
1238108,145.6667,3.633333,6.1,5.6,76.03333,974.3499,0
1238109,165.8333,3.9,5.4,5.6,76.16666,974.3333,0
1238110,166.5,5.1,7.1,5.6,76.2,974.3,0
1238111,177.3333,4,5.9,5.6,76.23333,974.3,0
1238112,187.6667,4.266666,5.2,5.6,76.3,974.3,0
1238113,164.5,3.35,4.6,5.516666,76.38333,974.3,0
1238114,180.1667,3.966666,4.8,5.5,76.5,974.2666,0
1238115,166.6667,4.1,6.6,5.5,76.55,974.2333,0
1238116,171.6667,3.166666,4.4,5.5,76.45,974.2,0
1238117,152,2.166667,3.2,5.5,76.53333,974.1833,0
1238118,157.1667,2.283333,3.3,5.5,76.6,974.0999,0
1238119,195,2.1,5.4,5.5,76.66666,974.0333,0
1238120,166.1667,3.183333,4.8,5.433333,76.7,973.9833,0
1238121,150.3333,2.533333,4.3,5.4,76.78333,973.9167,0
1238122,180.5,2.55,4.1,5.4,76.83334,973.9,0
1238123,147.8333,2.25,3.8,5.4,76.96667,973.8333,0
1238124,166.3333,3.483333,5.7,5.366667,76.98333,973.8,0
1238125,187,3.15,4.5,5.3,76.83334,973.7666,0
1238126,170.8333,3.4,4.7,5.3,76.81667,973.7,0
1238127,162.8333,3.233333,4.8,5.3,76.78333,973.65,0
1238128,170.1667,3.616667,5.7,5.3,76.76667,973.5999,0
1238129,181.5,2.916666,4.4,5.3,76.58333,973.5999,0
1238130,168.5,4.633333,7.4,5.3,76.48333,973.5,0
1238131,172.3333,4.416667,5.7,5.3,76.33334,973.5,0
1238132,187,3.516666,4.8,5.383333,76.16666,973.5,0
1238133,183.1667,2.133333,3.6,5.4,76,973.4833,0
1238134,165.8333,1.9,3.9,5.4,76.06667,973.4,0
1238135,189.3333,3.4,4.9,5.4,76.1,973.3,0
1238136,183.1667,4.416667,6.1,5.4,75.95,973.2666,0
1238137,170,3.25,5.2,5.4,75.9,973.2333,0
1238138,163.8333,3.7,5.4,5.4,75.88333,973.1333,0
1238139,186.5,3.15,4.6,5.4,75.9,973.0999,0
1238140,197.8333,2.8,5.1,5.4,75.9,973.0999,0
1238141,171.8333,2.933333,4.6,5.4,75.9,972.9833,0
1238142,191.8333,3.9,6,5.4,76.01666,972.95,0
1238143,170.8333,5.1,7.1,5.316667,76.23333,972.8833,0
1238144,192.1667,4.433333,6,5.333333,76.3,972.8666,0
1238145,194.1667,4.433333,5.8,5.4,76.3,972.8333,0
1238146,182.5,3.55,5.8,5.4,76.16666,972.8,0
1238147,194.3333,3.666667,4.8,5.4,76.14999,972.8,0
1238148,167.5,2.15,3.4,5.4,76.05,972.7333,0
1238149,199.1667,2.166667,3.9,5.4,76.16666,972.7,0
1238150,182,3.083333,5.2,5.4,76.33334,972.65,0
1238151,176.6667,3.983333,5.6,5.366667,76.4,972.5999,0
1238152,185,2.95,4.1,5.316667,76.41666,972.5833,0
1238153,158.3333,2.416667,3.9,5.3,76.4,972.5,0
1238154,164.6667,2,4,5.3,76.43333,972.4666,0
1238155,172.3333,3.233333,4.1,5.3,76.46667,972.3666,0
1238156,171.3333,3.166667,3.8,5.3,76.55,972.3,0
1238157,178.6667,2.883333,3.9,5.3,76.64999,972.3,0
1238158,180.5,2.55,3.6,5.3,76.61666,972.2333,0
1238159,183,2.966666,4.1,5.3,76.6,972.2,0
1238160,184.6667,3.3,4.6,5.3,76.63333,972.2,0
1238161,185.3333,3.2,4.5,5.3,76.6,972.15,0
1238162,168.8333,1.566667,3.2,5.3,76.66666,972.0999,0
1238163,162.8333,2.633333,4,5.3,76.66666,972.0333,0
1238164,169.1667,3.1,5,5.3,76.71667,972,0
1238165,189.1667,3.3,3.9,5.3,76.75,971.9167,0
1238166,192,3.55,5.2,5.3,76.7,971.9,0
1238167,185.5,2.666667,4.2,5.3,76.7,971.8167,0
1238168,179.5,2.583333,3.9,5.3,76.76667,971.7166,0
1238169,159.8333,2.05,3.4,5.3,76.8,971.6166,0
1238170,195,2.6,4.5,5.3,76.8,971.55,0
1238171,186,2.3,4.1,5.3,76.8,971.45,0
1238172,177,2.333333,3.6,5.233333,76.95,971.4,0
1238173,165,1.333333,3,5.2,77.1,971.3,0
1238174,176.8333,2.25,3.4,5.2,77.13333,971.2833,0
1238175,173.1667,3.383333,4.5,5.2,77.2,971.2,0
1238176,159,2.5,3.7,5.2,77.25,971.1667,0
1238177,174.3333,1.516667,2.5,5.2,77.3,971.0999,0
1238178,159,2.7,4.8,5.2,77.4,971.05,0
1238179,169,2.333333,3.2,5.133333,77.51666,971.05,0
1238180,165,1.833333,3.1,5.1,77.63333,971,0
1238181,151.5,2.283333,4,5.1,77.78333,971,0
1238182,168.8333,2.733333,3.7,5.1,77.96667,970.9666,0
1238183,160.5,3.416667,5.4,5.083333,78.1,970.9666,0
1238184,167.6667,2.666667,4.6,5,78.2,971,0
1238185,174.6667,4,4.8,5,78.28333,970.9333,0
1238186,173.5,2.45,4.5,5,78.35,970.9,0
1238187,167,3,4.7,5,78.55,970.8333,0
1238188,166.8333,2.4,4.7,5,78.63333,970.8,0
1238189,157.1667,2.2,3.9,5,78.75,970.75,0
1238190,158.1667,2.633333,3.9,4.983333,78.86667,970.7,0
1238191,155.1667,2.833333,4.1,4.933333,78.81667,970.6833,0
1238192,166.3333,2.65,3.7,4.916667,78.9,970.6833,0
1238193,144.6667,1.483333,3,4.983333,78.9,970.7,0
1238194,171.3333,2.383333,3.1,5,78.85,970.5999,0
1238195,116.3333,1.033333,1.9,5,78.7,970.55,0
1238196,149.8333,1.683333,2.6,5,78.64999,970.4666,0
1238197,158.6667,1.966667,3.1,5,78.53333,970.4,0
1238198,152.8333,2.333333,3.3,5,78.43333,970.3499,0
1238199,135.5,2.05,3.2,5,78.48333,970.4,0
1238200,128.1667,1.7,2.8,5,78.56667,970.4,0
1238201,123.6667,2.033333,2.8,5,78.68333,970.4,0
1238202,128.8333,1.616667,3.4,5,78.75,970.4,0
1238203,128.6667,1.466667,2.8,5,78.83334,970.3499,0
1238204,134.6667,2.433333,4,5,78.88333,970.2833,0
1238205,114.5,1.533333,3.4,4.95,78.98333,970.1833,0
1238206,134,1.433333,2.2,4.9,79.08333,970.0999,0
1238207,132.1667,2.416667,4.1,4.9,79.1,970.0999,0
1238208,149.3333,3.85,5.7,4.9,79.1,970.0166,0
1238209,166.6667,2.75,4.6,4.9,79.23333,970,0
1238210,152.3333,2.416667,4.9,4.883333,79.36667,970,0
1238211,146.6667,2.683333,4.7,4.816667,79.46667,969.9167,0
1238212,170.3333,3.25,5.3,4.8,79.5,969.9,0
1238213,171.1667,3.816667,5.8,4.8,79.45,969.8499,0
1238214,166.3333,3.616667,5.1,4.85,79.25,969.8,0
1238215,175.1667,2.033333,3.3,4.9,79.1,969.7166,0
1238216,166.3333,3.933333,6.1,4.9,79.03333,969.6833,0
1238217,173.3333,3.183333,4.8,4.9,78.91666,969.5999,0
1238218,159.6667,3.766666,6.1,4.9,78.9,969.5833,0
1238219,118.1667,2.233333,3.8,4.9,78.95,969.5,0
1238220,147.8333,2.266667,3.5,4.9,79,969.5,0
1238221,137.6667,2.766666,4.6,4.9,79,969.4333,0
1238222,142.8333,3.866667,6.2,4.9,79,969.4,0
1238223,149.1667,3.266666,5.6,4.966667,78.88333,969.3499,0
1238224,144.5,3.016666,4.5,5,78.71667,969.3167,0
1238225,106.3333,1.3,2.6,5.05,78.58333,969.3,0
1238226,153.6667,1.95,3.5,5.1,78.5,969.2,0
1238227,132,2,3.4,5.133333,78.5,969.1833,0.1666667
1238228,124,1.633333,3.1,5.2,78.36667,969.0999,0.2666667
1238229,121.5,2.25,4.6,5.2,78.35,969.0166,0.35
1238230,114.1667,2.433333,3.7,5.25,78.33334,968.95,0.4
1238231,98.16666,1.533333,2.8,5.3,78.23333,968.9,0.2
1238232,124.8333,2.25,3.3,5.3,78.13333,968.8,0.2333333
1238233,133,1.933333,3.4,5.3,78.2,968.8,0.08333334
1238234,133,2.3,4.2,5.3,78.28333,968.7,0.03333334
1238235,137.6667,2.15,3.5,5.3,78.51666,968.6333,0.09999999
1238236,143.5,1.6,2.7,5.25,78.9,968.5999,0.2333333
1238237,147.3333,2.6,4.5,5.2,79.2,968.5166,0.1833333
1238238,156.6667,3.4,5.2,5.2,79.6,968.4666,0.2666667
1238239,152.8333,3.533333,6,5.2,80.1,968.3833,0.4333333
1238240,140.8333,2.883333,5.2,5.2,80.41666,968.3333,0.06666667
1238241,156.8333,2.75,5,5.2,80.58333,968.2833,0
1238242,151.6667,3.8,6.5,5.2,80.73333,968.1833,0
1238243,141.1667,3.483333,4.9,5.3,80.83334,968.0999,0
1238244,136,2.633333,5.6,5.3,80.83334,968.0833,0.03333334
1238245,142.8333,3.266667,4.5,5.333333,80.8,968.0333,0
1238246,130.5,2.5,4.7,5.4,80.8,967.9833,0
1238247,154.6667,4.3,6.8,5.4,80.75,967.9167,0
1238248,144.3333,3.033333,4.8,5.4,80.7,967.9,0
1238249,137.8333,2.583333,4.1,5.483333,80.7,967.9,0.03333334
1238250,128.3333,2.066667,3.4,5.5,80.73333,967.8666,0.1833333
1238251,133.8333,2,3.9,5.5,80.7,967.8,0.2333333
1238252,141.6667,2.833333,4.5,5.5,80.7,967.75,0.3833333
1238253,144.8333,2.116667,3.4,5.5,80.7,967.7,0.7333333
1238254,123.5,2.216666,3.7,5.55,80.75,967.7,1.883333
1238255,121.3333,1.716667,2.6,5.6,80.85,967.5999,2.1
1238256,154.6667,1.333333,2.8,5.6,80.96667,967.5667,3.283333
1238257,134.6667,2.166667,2.8,5.6,81.11666,967.5,5.066667
1238258,119.3333,2.166667,3.8,5.6,81.26667,967.4833,5
1238259,126.6667,1.9,3.5,5.6,81.43333,967.4167,6.033333
1238260,132.6667,2.633333,4.5,5.6,81.61666,967.3167,3.966666
1238261,119.5,2.05,4.3,5.6,81.7,967.2166,6.433333
1238262,115.8333,1.833333,3.9,5.6,81.78333,967.1333,7.2
1238263,100.5,1.966667,3,5.6,81.9,967.0333,2.816667
1238264,101.5,2.816667,4.2,5.6,82,966.9333,1.5
1238265,110.8333,2.633333,4.4,5.6,81.98333,966.8499,0.9833333
1238266,108.6667,2.133333,3.2,5.6,82.03333,966.8,0.9166667
1238267,100.1667,2.216666,3,5.6,82,966.7333,1.35
1238268,100.3333,1.7,2.5,5.6,82.1,966.7,1.433333
1238269,118.1667,1.4,2.1,5.6,82.11666,966.7,0.7
1238270,104.8333,2.083333,3.6,5.6,82.1,966.5999,0.6333333
1238271,93.83334,1.4,2,5.6,82.11666,966.5999,0.65
1238272,102,2.016667,3.4,5.533333,82.21667,966.5166,0.3666667
1238273,92.33334,1.75,3.1,5.5,82.35,966.4333,0.3333333
1238274,106.1667,2.483333,4.4,5.5,82.38333,966.3499,0.3333333
1238275,103,2.616667,3.9,5.5,82.4,966.2666,0.4166667
1238276,111.5,1.616667,3.3,5.5,82.53333,966.2,0.1166667
1238277,94.5,1.766667,2.6,5.5,82.68333,966.2,0
1238278,96.33334,1.9,2.9,5.5,82.64999,966.15,0.5166667
1238279,101,2.716666,5.3,5.5,82.64999,966.0999,0.5166667
1238280,101.8333,2.933333,3.9,5.5,82.64999,966.0166,0.06666667
1238281,96.33334,1.733333,4,5.5,82.7,966,0
1238282,117.1667,2.45,4.1,5.5,82.78333,965.9167,0
1238283,87.33334,1.466667,2.5,5.5,82.73333,965.8499,0
1238284,109.8333,1.416667,2.1,5.5,82.9,965.8,0
1238285,130.6667,1.35,2,5.5,82.95,965.8,0
1238286,91.83334,1.983333,2.6,5.5,82.91666,965.7166,0
1238287,102,1.65,2.8,5.5,83.06667,965.7,0
1238288,106.5,2.166667,3.6,5.5,82.98333,965.7,0.2666667
1238289,99.33334,1.35,2.4,5.5,83.01666,965.6333,0.8333333
1238290,81.16666,1.833333,3,5.5,83.13333,965.5166,2.066667
1238291,105.5,1.7,2.5,5.433333,83.14999,965.5,5.9
1238292,99.66666,2.366667,4.9,5.4,83.18333,965.45,5.916667
1238293,113.8333,2.25,3,5.4,83.18333,965.4,3.483333
1238294,127.5,1.95,3.4,5.4,83.3,965.4,1.733333
1238295,113.3333,2.066667,4.2,5.4,83.46667,965.3167,0.9833333
1238296,145.6667,1.966667,3.6,5.3,83.56667,965.2666,0.8333333
